URL, url_len, num_s_char, prefix, contain_keyword, contain_sw, num_dots, ip_in_url, num_sub_domain, num_hypens, https_token,country, cert_iss, domain_age, redirect_page, port, asn, num_domains_hosted, js_comp, css_comp, img_comp, top_word_comp, iframe, is_phish
http://www.bell.ca/,19,0,http:,True,False,2,False,3,0,False,ca,Entrust Certification Authority - L1K,8583,True,443,16625,6,94.11764705882352,100.0,76.47058823529412,100.0,2,0
http://app.solutions.wholesale.bell.ca/,39,0,http:,True,False,4,False,5,0,False,ca,Entrust Certification Authority - L1K,9037,True,443,577,2,6.122448979591836,0.0,0.0,17.647058823529413,0,1
http://solutions.bell.ca/,25,0,http:,True,False,2,False,3,0,False,ca,Entrust Certification Authority - L1K,9037,True,443,577,3,5.434782608695652,0.0,0.0,5.263157894736842,3,1
http://solutions.bell.ca/,25,0,http:,True,False,2,False,3,0,False,ca,Entrust Certification Authority - L1K,9037,True,443,577,3,5.434782608695652,0.0,0.0,5.263157894736842,3,1
http://m.bell.ca/,17,0,http:,True,False,2,False,3,0,False,ca,Entrust Certification Authority - L1K,8177,True,443,20940,6,16.883116883116884,8.333333333333332,0.0,53.84615384615385,1,1
http://drim.bell.ca/,20,0,http:,True,False,2,False,3,0,False,ca,R3,9037,True,443,577,2,0.0,0.0,0.0,5.263157894736842,0,1
http://app.solutions.wholesale.bell.ca/,39,0,http:,True,False,4,False,5,0,False,ca,Entrust Certification Authority - L1K,9037,True,443,577,2,6.122448979591836,0.0,0.0,17.647058823529413,0,1
http://careerfair.bell.ca/,26,0,http:,True,False,2,False,3,0,False,ca,R3,8609,True,443,16509,1,1.9230769230769231,0.0,0.0,25.0,3,1
http://cibc.com/,16,0,http:,True,False,1,False,2,0,False,ca,DigiCert SHA2 Secure Server CA,8177,True,443,20940,9,81.81818181818183,100.0,100.0,100.0,5,0
http://newcomer.cibc.com/,25,0,http:,True,False,2,False,3,0,False,ca,DigiCert SHA2 Secure Server CA,8177,True,443,20940,9,68.0,80.0,10.666666666666668,81.81818181818183,6,1
http://notre-impact.bmo.com/,28,0,http:,True,False,2,False,3,1,False,ca,Entrust Certification Authority - L1M,4886,True,443,13335,4,0.0,0.0,0.0,5.263157894736842,1,1
http://aproposde.bmo.com/,25,0,http:,True,False,2,False,3,0,False,ca,Entrust Certification Authority - L1M,8583,True,443,16625,68,31.818181818181817,0.0,5.263157894736842,5.263157894736842,11,1
http://responsabilite-societale.bmo.com/,40,0,http:,True,False,2,False,3,1,False,ca,Entrust Certification Authority - L1M,4886,True,443,13335,4,0.0,0.0,0.0,5.263157894736842,1,1
http://corporate-responsibility.bmo.com/,40,0,http:,True,False,2,False,3,1,False,ca,Entrust Certification Authority - L1M,4886,True,443,13335,4,0.0,0.0,0.0,25.0,1,1
http://our-impact.bmo.com/,26,0,http:,True,False,2,False,3,1,False,ca,Entrust Certification Authority - L1M,4886,True,443,13335,4,0.0,0.0,0.0,25.0,1,1
http://td.com/,14,0,http:,True,False,1,False,2,0,False,ca,Entrust Certification Authority - L1M,8177,True,443,20940,3,87.8048780487805,100.0,85.18518518518519,100.0,6,0
http://jobs.td.com/,19,0,http:,True,False,2,False,3,0,False,ca,R3,8609,True,443,16509,1,7.638888888888889,0.0,0.0,33.33333333333333,2,1
http://go.td.com/,17,0,http:,True,False,2,False,3,0,False,ca,Entrust Certification Authority - L1M,8177,True,443,20940,3,87.8048780487805,100.0,85.18518518518519,100.0,6,1
http://secure.equityaccess.td.com/,34,0,http:,True,False,3,False,4,0,False,ca,R3,1932,True,443,396982,1,0.0,0.0,0.0,33.33333333333333,4,1
http://homeready.sit.td.com/,28,0,http:,True,False,3,False,4,0,False,ca,Entrust Certification Authority - L1M,8177,True,443,20940,6,11.881188118811881,14.285714285714285,0.0,42.857142857142854,2,1
http://rbc.com/,15,0,http:,True,False,1,False,2,0,False,ca,Entrust Certification Authority - L1K,8583,True,443,16625,76,85.18518518518519,100.0,100.0,100.0,1,0
http://renseignements-cliniques.canada.ca/,42,0,http:,True,False,2,False,3,1,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,4,0.0,0.0,0.0,5.263157894736842,1,1
http://medical-devices.tbs.alpha.canada.ca/,43,0,http:,True,False,4,False,5,1,False,ca,R3,9739,True,443,8075,1,0.0,0.0,0.0,17.647058823529413,0,1
http://covid-19inventory.tbs.alpha.canada.ca/,45,0,http:,True,False,4,False,5,1,False,ca,R3,9739,True,443,8075,1,0.0,0.0,0.0,0.0,-1,1
http://ised-isde.canada.ca/,27,0,http:,True,False,2,False,3,1,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,2,0.0,0.0,0.0,17.647058823529413,0,1
http://blogue.canada.ca/,24,0,http:,True,False,2,False,3,0,False,ca,R3,6599,True,443,14618,2,0.0,0.0,0.0,5.263157894736842,0,1
http://sso-demo-ised-isde.fjgc-gccf.gc.ca/,42,0,http:,False,False,3,False,4,4,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-demo.ised-isde.canada.ca/,36,0,http:,True,False,3,False,4,2,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-dev-ised-isde.fjgc-gccf.gc.ca/,41,0,http:,False,False,3,False,4,4,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-dev.ised-isde.canada.ca/,35,0,http:,True,False,3,False,4,2,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-ised-isde.fjgc-gccf.gc.ca/,37,0,http:,False,False,3,False,4,3,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,2,0.0,0.0,0.0,0.0,0,1
http://sso-qa-ised-isde.fjgc-gccf.gc.ca/,40,0,http:,False,False,3,False,4,4,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-qa.ised-isde.canada.ca/,34,0,http:,True,False,3,False,4,2,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-uat-ised-isde.fjgc-gccf.gc.ca/,41,0,http:,False,False,3,False,4,4,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://sso-uat.ised-isde.canada.ca/,35,0,http:,True,False,3,False,4,2,False,ca,Entrust Certification Authority - L1K,11145,True,443,2675,8,0.0,0.0,0.0,0.0,0,1
http://infobase.phac-aspc.gc.ca/,32,0,http:,False,False,3,False,4,1,False,ca,Entrust Certification Authority - L1M,11145,True,443,2675,4,4.3478260869565215,0.0,0.0,11.11111111111111,3,1
http://ascpilot.tbs.alpha.canada.ca/,36,0,http:,True,False,4,False,5,0,False,ca,R3,9739,True,443,8075,1,0.0,0.0,0.0,5.263157894736842,0,1
http://asmsmfr.rjp.rogers.com/,30,0,http:,True,False,3,False,4,0,False,ca,R3,7210,True,443,31122,2,0.0,0.0,0.0,0.0,0,1
http://am.rjp.rogers.com/,25,0,http:,True,False,3,False,4,0,False,ca,R3,7210,True,443,31122,2,0.0,0.0,0.0,11.11111111111111,0,1
http://www.am.rjp.rogers.com/,29,0,http:,True,False,4,False,5,0,False,ca,R3,7210,True,443,31122,2,0.0,0.0,0.0,11.11111111111111,0,1
http://campus.rogers.com/,25,0,http:,True,False,2,False,3,0,False,ca,DigiCert Global G2 TLS RSA SHA256 2020 CA1,5066,True,443,19994,1,3.125,0.0,0.0,17.647058823529413,7,1
http://aboutv2.rogers.com/,26,0,http:,True,False,2,False,3,0,False,ca,Cloudflare Inc ECC CA-3,1722,True,443,209242,1,1.0526315789473684,0.0,0.0,17.647058823529413,3,1
http://about.rogers.com/,24,0,http:,True,False,2,False,3,0,False,ca,Cloudflare Inc ECC CA-3,1722,True,443,209242,1,1.0526315789473684,0.0,0.0,17.647058823529413,3,1
http://ignitetvdemo.rogers.com/,31,0,http:,True,False,2,False,3,0,False,ca,R3,8609,True,443,16509,1,1.9607843137254901,0.0,0.0,0.0,0,1
http://dev.vsp.rogers.com/,26,0,http:,True,False,3,False,4,0,False,ca,DigiCert Global G2 TLS RSA SHA256 2020 CA1,6599,True,443,14618,1,0.0,0.0,0.0,0.0,0,1
http://investisseurs.rogers.com/,32,0,http:,True,False,2,False,3,0,False,ca,Cloudflare Inc ECC CA-3,1722,True,443,209242,1,0.0,0.0,0.0,5.263157894736842,0,1
http://kmdg.rci.rogers.com/,27,0,http:,True,False,3,False,4,0,False,ca,R3,7798,True,443,812,1,0.0,0.0,0.0,0.0,0,1
